,ID,label,tanggal,judul,narasi,nama file gambar
909,208455,1,4-Apr-19,J.S Prabowo : Pesawat yang ditumpangi Prabowo aborted take off karena saat akan take off diujung runway melintas 3 jet tempur,prabowo pesawat tumpang prabowo ujung lintas    tumpang prabowo ujung lintas ,208455.png
910,208844,1,2-Feb-19,mengintimidasi ASN bawahannya,menteri malu pilih  paksa bebas kampanye laku pidana ancam ,208844.png
911,209060,1,31-Dec-18,salam 2 jari kubu Capres-Cawapres 02 mirip salam Dua jari LGBT China,salam  jari kubu capres   cawapres  salam jari lgbt china nyata salam  jari kubu capres   cawapres  salam jari kaum lgbt china,209060.png
912,209259,1,26-Nov-18,Ada Beberapa Tempat Menginap Gratis untuk Peserta Reuni Alumni 212,gratis alumni  info rekan kota butuh info rekan,209259.png
913,209728,1,12-Sep-18,STNK mati 2 tahun kendaraan jadi bodong,mati  kendara kendara motor mati  data hapus registrasi alias kendara,209728.jpg
914,209756,0,7-Sep-18,Sophia Latjuba Bantah jadi Anggota Jurkam Jokowi - Maruf,bantah anggota jokowi  maruf  ,209756.jpg
915,209759,0,6-Sep-18,Pertamina dan Pemerintah Kalrifikasi Isu BBM Naik Malam Ini,pertamina perintah bbm malam edar media sosial rencana harga bahan bakar minyak bbm masyarakat,209759.jpg
916,210259,1,23-Jun-18,"Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019",himbauan ulama pimpin pondok pesantren indonesia pilih jokowi presiden  imbau ulama pimpin pondok pesantren indonesia pilih jokowi presiden ,210259.png
917,210889,1,27-Feb-18,"BABINSA DIISUKAN TERLIBAT HOAX PENYERANGAN ULAMA, KODAM III BERI PENJELASAN",hoax serang ulama hoax serang ulama,210889.jpg
918,211145,0,10-Jan-18,Merawat Pesan Toleransi dari Gus Dur,rawat pesan pergi usaha syukur pilih pilih kuat,211145.png
919,211243,0,19-Dec-17,Mafindo Chapter Depok adakan Sosialisasi Anti Hoax,depok anti hoax masyarakat anti fitnah indonesia depok warga,211243.png
920,211766,1,9-Sep-17,Tidak Terima Dipecat Yansen Binti Ungkap Pembakaran Sekolah Perintah Prabowo ,pecat bakar sekolah perintah prabowo pecat bakar sekolah perintah prabowo,211766.jpg
921,211801,1,22-Aug-17,: Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari,bahaya bumi malam bahaya bumi malam,211801.jpg
922,211869,1,28-May-17,Lowongan Pekerjaan di PT Badak LNG,lowong postingan foto lowong lowong liput pasar lowong postingan kirim,211869.png
923,212044,1,28-Feb-17,Lowongan Kerja PT. Badak LNG,lowong lowong,212044.jpg
924,212529,1,28-Nov-16,GUDANG SENJATA ISRAEL MELEDAK,senjata israel ledak akbar senjata israel ledak,212529.jpg
925,212559,1,23-Nov-16,RATUSAN TUBUH ANAK KECIL DIDALAM MOBIL VAN DI THAILAND,tubuh anak mobil thailand kemarin thailand temu buah mobil  anak bungkus plastik,212559.jpg
926,212718,1,10-Jul-16,Menteri Energi Jepang Membungkuk Selama 20 Menit sebagai Bentuk Permintaan Maaf,menteri jepang  menit menteri jepang  menit rakyat listrik  twitter    ,212718.jpg
927,214666,1,17-Mar-20,Suspect Corona Yang Melarikan Diri Dari RS Persahabatan Merupakan Driver Ojek Online,corona lari sahabat rupa driver online hati nyata positif corona kabur rawat takut sebar virus corona temu lapor sebar virus,214666.jpg
928,214710,1,16-Mar-20,Jokowi Nyatakan Indonesia Di-Lockdown,jokowi nyata indonesia   lockdown breaking news tv one presiden nyata indonesia   lockdown anggota kabinet perintah cek virus wajah mata putar presiden wajah air mata,214710.png
929,214716,1,15-Mar-20,Profesor Chen Horin mengatakan Lemon panas dapat membunuh sel kanker,panas bunuh kanker virus corona capai negara cepat negara alat canggih sila alami kuat sistem tubuh virus kandung vaksin bahaya sakit gabung ular infeksi manusia,214716.png
930,214958,0,4-Feb-20,Warga Cina Lempar Kucing dan Anjingnya dari Apartemen karena Hoaks Kucing dan Anjing Menularkan Virus Corona,warga cina lempar tular virus corona takut virus corona warga china lempar,214958.png
931,214980,1,30-Jan-20,Surat Ajakan Debat Terbuka Yang Diadakan Pengurus Cabang Muhammadiyah Jember,surat debat buka urus muhammadiyah maksud surat pimpin muhammadiyah maksud debat buka giat laksana ustadz bina baca bawa ustadz ustadz pimpin,214980.jpg
932,215277,1,13-Dec-19,Shoppe Bantah Umumkan Pemenang Jutawan Shoppe,bantah menang waspada tipu mengatasnamakan info kait menang akun media sosial resmi temu modus tipu lapor,215277.png
933,215794,1,5-Sep-19,"Muncul Isu Penculikan Di Purbalingga, Pihak Kepolisian Nyatakan Tidak Benar",culi polisi nyata kaum tutup mata buah bangga sosok sederhana,215794.jpg
934,215971,1,30-Jul-19,Moeldoko: Pendukung Prabowo yg tidak mau mengakui kemengan Jokowi harus di tangkap,dukung prabowo jokowi tangkap dukung prabowo jokowi tangkap,215971.png
935,216405,1,9-May-19,Ketua KPUD Bekasi Meninggal Dunia,ketua bekas dunia ketua bekas dunia,216405.jpg
936,216452,1,2-May-19,SESAR BATUI DAN BALANTAK PICU GEMPA DAN TSUNAMI,batu picu gempa tsunami bahaya allah waspada wilayah batu,216452.jpg
937,217035,1,2-Feb-19,berSATU untuk nomor SATU,nomor kawan kawan masyarakat cinta indonesia nomor dukung jokowi nomor   arti  ,217035.png
938,217069,1,28-Jan-19,Jokowi akan Bekerja Sama dengan Beberapa Bank Menggunakan Dana Nasabah untuk Proyek Besar,jokowi bank dana proyek rekan  harap tarik dana keluarga simpan mandiri dana pakai rencana karna jokowi bank bank proyek,217069.png
939,217190,1,8-Jan-19,Ketua KPU Adalah Saudara Kandung Soe Hok Gie,ketua kpu saudara kandung terang ketua kpu saudara kandung lahir,217190.png
940,218089,1,17-Agu-18,Indonesia Baru Mengetahuinya,indonesia prabowo turun malaysia,218089.png
941,218238,1,25-Jul-18,Golden Fireworm,laut serang pantai thailand pantai,218238.png
942,218341,1,10-Jul-18,KEPULANGAN TIMNAS BRASIL DISAMBUT LEMPARAN BATU DAN TELUR DARI PENGGEMAR,pulang sambut lempar batu telur pulang,218341.png
943,218477,1,16-Jun-18,Syndrome Juling,hati tua baby umur  anak lihat,218477.png
944,218507,0,6-Jun-18,KH Asep Saifuddin Chalim Bantah Sebut Orang yang Menyarankan Memilih Gus Ipul Telah Berkhianat,bantah saran pilih hoax keras,218507.png
945,218738,1,25-Apr-18,Pemerintah Jokowi Harus Hati2 Lanjutkan Proyek Kereta Cepat Pasca Putusan Pengadilan Tiongkok,perintah jokowi hati proyek kereta cepat pasca putus adil tiongkok perintah jokowi hati proyek kereta cepat pasca putus adil tiongkok,218738.png
946,218891,1,29-Mar-18,"Ketum PAN, Zulkifli Hasan Sebut Habib Rizieq sebagai Tokoh Ulama Penggadai Agama",tum habib rizieq ulama agama tum habib rizieq ulama agama bantu,218891.jpg
947,218935,1,21-Mar-18,MICHAEL ESSIEN GABUNG PERSEBAYA SURABAYA,gabung surabaya buah foto warna putih foto lambang surabaya,218935.jpg
948,219455,1,13-Dec-17,SARI ROTI BERUBAH NAMA MENJADI GARMELIA,ubah liat ganti kawan kawan,219455.jpg
949,219959,1,9-Sep-17,#PleaseSaveBurma oleh @1st_Allah,allah malu manusia henti hadap manusia,219959.jpg
950,220850,1,6-Oct-16,"Kristenisasi di Rusun di DKI, dan Mencantumkan Video Anak-Anak Berjilbab Yang Sedang Menyanyikan Lagu Rohani Nasrani",kristen dki video anak jilbab nyanyi bantu share sedih ustadz juang islam kristen media,220850.jpg
951,221068,0,5-Dec-15,Isu Perbedaan Surat Al Hujurat 8 pada Al Quran Sumbangan Kerajaan Arab,surat  sumbang raja arab sumbang arab saudi gratis ubah,221068.jpg
952,221381,1,7-Aug-20,"Foto 1 Agustus 2020, jutaan warga Jerman turun ke jalan menolak kemerdekaannya dirampas dengan dalih virus sepele.",foto  agustus  warga jerman turun tolak merdeka virus  agustus  warga jerman turun tolak merdeka virus tolak wajib masker temu wajib wajib vaksin wajib vaksin wajib wajib ,221381.png
953,221417,1,4-Aug-20,Foto Presiden Jokowi Bersama Pelawak di Istana Negara Dikaitkan dengan Covid-19,foto presiden jokowi istana negara kait covid covid lupa jaga masker tangan covid udara,221417.jpg
954,221459,1,2-Aug-20,Fanpage Facebook Bantuan Samsung Pendidikan Adakan Program Bantuan Pendidikan,facebook bantu didik bantu didik resmi indonesia bantu siswa indonesia butuh ponsel rumah online pandemi corona virus covid,221459.jpg
955,221485,1,29-Jul-20,Akhirnya Bocor Juga Bapaknya Jokowi Yang Asli,bocor jokowi asli bocor    jokowi asli cebong muka,221485.png
956,221686,1,12-Jul-20,Foto A letter From Golkar Island !,foto,221686.png
957,222090,1,27-May-20,"Di Italia, ketika gereja dibuka kembali, hampir semua jemaatnya sudah meninggal karena COVID",italia gereja buka covid video italia gereja buka nyata raja covid pikir,222090.png
958,222715,1,30-Mar-20,Kompensasi Listrik oleh PLN Karena Work From Home,listrik pln home pln link  layan pln listrik banten dki jakarta jawa,222715.png
959,223020,1,28-Feb-20,"Luhut: Jokowi Sholat Jumat Sampai 4 Rakaat, Prabowo Kalah Jauh",luhut jokowi sholat  prabowo kalah luhut jokowi sholat  prabowo kalah,223020.png
960,223483,1,11-Dec-19,"Gambar perempuan berjilbab syari. Tulisannya, wife and doughter of Panglima Polim.",gambar perempuan jilbab tulis panglima cari perempuan indonesia zaman cari pakai bahasa indonesia buah pakai bahasa inggris ,223483.png
961,223528,1,3-Dec-19,"Pemilu Belum Dilaksanakan, Tapi Sudah Tau Menang",laksana menang laksana menang,223528.png
962,223710,1,28-Oct-19,Calon PNS Diminta Siapkan Uang Sebesar Rp750.000,calon pns uang  hubung surat calon pegawai  calon pegawai perintah provinsi kota kabupaten   ,223710.png
963,223799,1,7-Oct-19,"Disebut Alami Kebocoran Pipa, PDAM Bandarmasih Nyatakan Tidak Benar",alami bocor nyata humas media sosial  bocor hoax,223799.png
964,223800,1,8-Oct-19,Kejadian kapal fery makassar ke selayar tenggelam jam 2 siang hari ini,kapal makassar layar tenggelam jam  siang moga saudara selamat kapal makassar layar tenggelam jam  siang,223800.png
965,223930,0,18-Sep-19,Pentingnya Membaca Seluruh Isi Berita Bukan Hanya Judul Beritanya,baca berita judul berita artikel situs nyata kapolri jenderal tanam bakar bakar lahan hutan,223930.png
966,224005,1,2-Sep-19,hadiah Cek Tunai Rp.75.000.000 WhatsApp,hadiah cek tunai    whatsapp selamat whatsapp whatsapp untung menang hadiah cek tunai     whatsapp indonesia,224005.png
967,224155,1,31-Jul-19,Demo di Hongkong karena menolak campur tangan fihak Negara China Komunis,demo tolak campur tangan negara china komunis   warga laku demo tolak bijak rezim perintah china tolak campur tangan negara china komunis rugi rakyat,224155.png
968,224465,1,9-Jun-19,HASIL PENYADAPAN MABES POLRI tentang RENCANA DENSUS 88 UTK MELAKUKAN PENANGKAPAN PERWIRA TNI AKTIF,polri rencana densus  laku tangkap tni aktif lapor polri rencana densus  laku tangkap tni aktif,224465.png
969,224523,1,24-May-19,Sinyal Internet Untuk Di Berhentikan Di Seluruh Indonesia,internet henti indonesia info informasi internet henti indonesia    ,224523.jpg
970,224735,1,22-Apr-19,PESAN AJAKAN KONVOI RESMI AREMA,pesan resmi resmi  malang jam  siang,224735.png
971,224821,1,8-Apr-19,Dana haji dipakai oleh pemerintah Jokowi untuk membangun infrastruktur,dana haji pakai perintah jokowi bangun infrastruktur sahabat main   muda cina cari kantor   informasi untung aplikasi  ,224821.png
972,224825,1,6-Apr-19,PKS Ajak Dukung Poligami Melalui Website dukungpoligami.com,pks dukung poligami dukung poligami pks partai adil poligami provinsi indonesia daftar dukung,224825.png
973,225066,1,25-Feb-19,Video Kampanye Capres 01 Bahasa Mandarin,video kampanye capres  bahasa paslon kampanye bahasa indonesia china tenaga asing coblos,225066.png
974,225276,1,24-Jan-19,PWNU JAWA TIMUR SIAP MENANGKAN PRABOWO SANDI,jawa timur menang prabowo sandi saudara kantor jatim warga jawa timur dukung pasang prabowo   sandi,225276.png
975,226167,1,3-Sep-18,"Tercyduk di Mall, Istri Sandi Langsung Kosongkan Tas Seharga 70 Juta",mall istri sandi kosong harga  mall istri sandi kosong harga  citra,226167.jpg
976,226248,1,23-Agu-18,PERKELAHIAN DEBT COLLECTOR VS WARGA DI WIYUNG SURABAYA,warga surabaya judul postingan warga surabaya,226248.jpg
977,226354,0,06-Agu-18,Pihak Keluarga Almarhumah Siswi SMPN 2 Semen Bantah SA Meninggal dalam Kondisi Telinga Berdarah dan HP Berantakan di Lantai,keluarga  bantah darah media whatsapp darah,226354.png
978,226364,1,05-Agu-18,Racun Vaksin apa yg kalian tebarkan,racun vaksin racun vaksin,226364.png
979,226659,1,20-Jun-18,Novotel Semarang Adalah Saksi Bisu Permainan **** Sudirman Said & Ida Fauziyah,semarang saksi main semarang saksi main,226659.png
980,226671,1,14-Jun-18,"Seperti kata Cak Lontong; Warga Jateng, pilih nomor 2...",warga jateng pilih nomor  warga jateng pilih nomor  jateng  ,226671.png
981,227149,0,19-Mar-18,Klarifikasi Pemerintah Provinsi Aceh Terkait Isu Penerapan Hukuman Pancung atau Qisas,klarifikasi perintah provinsi aceh kait terap hukum kepala bidang bina hukum islam hak manusia dinas islam provinsi aceh ban wartawan wawancara wawancara hukum batas butuh teliti teliti laku lihat masyarakat,227149.png
982,227452,1,25-Jan-18,Video Planet Nibiru | Video of Planet Nibiru,video video facebook selesai ulang video  detik edar internet ,227452.png
983,227522,0,11-Jan-18,Manfaat Air Hangat ,manfaat air air panas kelompok dokter jepang air selesai sehat sakit kepala tekan darah tekan darah turun jantung sakit,227522.png
984,228197,1,14-Aug-17,GARAM PALSU YANG TERNYATA SERPIHAN KACA,garam palsu nyata kaca edar video narasi info stop konsumsi garam karna cek air nyata kaca moga manfaat saudara like ,228197.jpg
985,228361,1,28-Mar-17,"Rekomendasi pengacara M. Mahendra Maskur Sinaga, Guna Antisipasi Pelanggaran Privasi",langgar sosial media indonesia teliti negara langgar tuntut hukum,228361.jpg
986,228667,1,10-Jan-17,Tanggapan Polri Terkait Isu Sipil Papua Bersenjata yang Ingin Menyatakan Perang,tanggap polri kait papua senjata nyata perang agama islam moga indonesia  ,228667.jpg
987,228759,0,23-Dec-16,Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab,video wanita india bakar jilbab video wanita india bakar jilbab,228759.jpg
988,228775,1,21-Dec-16,: Patung Brung Garuda Disertai Pancasila Dalam Tulisan Cina,garuda pancasila tulis cina garuda pancasila tulis cina,228775.png
989,228908,0,27-Nov-16,Perlawanan Pekerja Asing China Saat Bendera RRC Diturunkan TNI,lawan asing china bendera turun tni turun bendera cina republik rakyat cina paksa aparat tni oknum dukung nista agama makar makar makar tuduh ummat islam makar makar sungguh makar,228908.jpg
990,228930,0,24-Nov-16,: Cuitan Di Twitter Karyawan PT Adhi karya Terhadap Gus Mus Bijak Bersosial Media,twitter karyawan karya hadap bijak sosial media padang,228930.jpg
991,228993,1,9-Nov-16,PANGLIMA TNI AKAN DIGANTI,panglima tni ganti presiden ganti panglima tni,228993.jpg
992,229053,1,21-Sep-16,: Satpol PP Pasang Spanduk Untuk Kampanye Ahok - Djarot,pasang spanduk kampanye ahok  djarot  september  resmi daftar kampanye langgar atur pasang spanduk kampanye tugas turun spanduk kampanye langgar atur indah kota ahok,229053.jpg
993,229469,1,16-Aug-20,PDIP Beri Surat Rekomendasi Untuk Fachrori-Safrial,pdip surat   pdip,229469.jpg
994,229679,1,29-Jul-20,Foto Tenaga Medis Merangkai Kata BACOT!,foto tenaga medis,229679.jpg
995,229733,1,26-Jul-20,"Inilah kebijakan yg merusak dan menjerumuskan generasi penerus bangsa,...menjauhkan nilai agama",bijak rusak bangsa nilai agama bijak rusak bangsa nilai agama,229733.jpg
996,229779,1,22-Jul-20,Foto Pupuk cendana memang jamian mutu,foto tanam arab,229779.jpg
997,230080,1,22-Jun-20,Surat Panggilan Wawancara Kerja Oleh PT Angkasa Pura II Juni 2020,surat panggil wawancara angkasa pura  dasar tim seleksi hadap saudara saudara penuh syarat saudara seleksi calon karyawan angkasa pura persero seleksi saudara wajib bawa ktp sim kartu asli surat panggil kirim   surat,230080.jpg
998,230246,1,2-Jun-20,Pasien Covid-19 di Cimahi Kabur Dari Rumah Sakit,pasien covid kabur rumah sakit liar daerah positif covid kabur daerah waspada info percaya sebar,230246.jpg
999,230636,1,27-Apr-20,Video 150 Pemuda dan Wanita di Selandia Baru yang Baru Masuk Islam,video  pemuda wanita islam allah allah alhamdulillah  pemuda wanita islam menang dengar suara panggil doa doa moga allah saudara islam,230636.jpg
1000,230824,1,6-Apr-20,"Modus Menghabisi Ustadz, disuntik covid-19 sampai mati",modus habis ustadz covid mati ustadz sehat covid mati plastik kubur,230824.png
1001,230865,1,2-Apr-20,Enam Penumpang Kapal di Pelabuhan Samudera Terduga Positif Corona,tumpang kapal labuh duga positif corona info labuh kapal sulawesi  duga positif corona tumpang bahaya tumpang turun,230865.png
1002,232256,1,25-Aug-19,Biaya Tilang Baru di Indonesia,biaya tilang indonesia biaya tilang indonesia kapolri     bawa sim  ,232256.jpg
1003,232565,1,29-Jun-19,Ini Gunung Dieng Salatiga,gunung lihat jepang gunung indonesia suhu ,232565.png
1004,233258,1,26-Feb-19,Pemusnahan babi massal di Thailand,babi thailand viral media sosial babi thailand,233258.png
1005,234018,1,21-Oct-18,SURAT WAKALAH INFRA STRUKTUR DANA HAJI,surat dana haji surat dana haji tanda tangan bank daftar jamaah haji surat jamaah haji uang haji pakai dana,234018.png
1006,234115,1,07-Okt-18,REKENING GENDUT JOKOWI DI LUAR NEGERI TIDAK DILAPORKAN,rekening jokowi lapor rekening jokowi,234115.jpg
1007,234540,0,07-Agu-18,Pernyataan Sikap Netral Universitas Indonesia,nyata sikap universitas indonesia imbau warga alumni hak pribadi,234540.jpg
1008,234578,1,03-Agu-18,PESTA GAY DI SEASON CITY JAKARTA BARAT,pesta gay jakarta jakarta,234578.png
1009,234590,1,31-Jul-18,"Begal di Jembatan Sambaliung, Berau, Kalimantan Timur",begal jembatan kalimantan timur   lokasi jembatan  ,234590.jpg
1010,234803,0,27-Jun-18,Klarifikasi Kenapa sholat di tempat ibadah agama lain? apakah dalam keadaan darurat?,klarifikasi sholat ibadah agama darurat cek islam nusantara,234803.png
1011,235026,1,9-May-18,Pelayanan SIM Libur Selama 2 Minggu,layan sim libur  sebar sim laku    layan sim tutup  sim mati bikin libur coba cek sim libur   bikin sim,235026.png
1012,235316,0,21-Mar-18,"Mengandung Cacing, BPOM Kepri Tarik 3 Merek Sarden dari Peredaran",kandung cacing tarik  edar kembang kuat perintah tarik produk kaleng edar  tarik tari laku kepala,235316.png
1013,235330,0,20-Mar-18,Klarifikasi Gedung DPR Tidak Terjadi Kebakaran,klarifikasi dpr bakar alat api bakar bakar,235330.png
1014,235355,0,16-Mar-18,"Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?",polda metro atm modus polda metro atm modus,235355.png
1015,235441,0,3-Mar-18,Cacing Hidup di Produk Ikan Supermarket |  Live Worms in Supermarkets Fish Product,cacing produk ikan,235441.png
